idproduto;artigo;descricao;preco;stock;idcategoria
1299;COO023;Cooler Cooler Master JET7+ AMD K7 SK370/ A/ 462-;27.00;19;43
1300;TNT441;C6657AE - HP DJ5550 PhotoSm.7150/7350. 17ml. Cr. No. 57;28.00;49;33
1301;WIR173;MSI Gateway Residencial 54MBIT/Firewall;60.00;38;43
1302;IMP323;EPSON Laser EPL 6200L;124.00;31;24
1303;MBO411;ASUS A8V/DELUXE K8T800P Skt939.4DDR.SATA.AGP8x.RAID.Rede1000;121.00;5;13
1304;TON612;Lexmark T52x Prebate  - 12A6830;134.00;24;33
1305;MBO428;MSI K8N NEO3SK754nForce4Raid/SATA/GLan;83.00;6;13
1306;REC033;Toner Reciclado CANON FX-5 Fax LC 8000;87.00;34;33
1307;TON613;Lexmark Optra 1275 Photoconductor - 1361750;140.00;7;33
1308;MBO338;MSI Chip. intel 875P Neo-FISR 800/DualDDR/AGP8X/GLAN;161.00;50;13
1309;HDD250;WESTERN DIGITAL 320GB 7200 8MbBuf. SATA - WD3200JD;189.00;24;16
1310;CAI097;Caixa Cooler Master Centurion 5 Blue;127.00;45;7
1311;PGR386;MSI GF FX5200 8X PERSONAL CINEMA 128MBDDR;172.00;40;17
1312;CAM272;NIKON Coolpix 3700;271.00;7;37
1313;SCA118;HP Scanjet 5590P;202.00;17;26
1314;PDA053;PALM ZIRE 31- P80708ML1;171.00;5;6
1315;TON064;S053009 - Banda Transferencia EPSON Aculaser C900 / C1900;277.00;4;33
1316;TON634;Lexmark Optra T Prebate Elevada Capacidade - 12A5845;303.00;7;33
1317;TON608;Lexmark E 323- 12A7300;110.00;44;33
1318;MON422;"Samtron 17"""" 78 BDF - Plano""""";140.00;25;23
1319;TON622;Lexmark Amarelo C750 Prebate - 10B041Y;200.00;16;33
1320;MBO416;INTEL Chipset 955XE -  Processadores Intel Dual Core;233.00;48;13
1321;MBO325;MSI Intel 865PENeo2-PFISR 800/DualDDR/AGP8X/SATA/GL;129.00;14;13
1322;CAI131;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Silver 300W R/C+Display""""";274.00;43;7
1323;TNT606;Lexmark Preto N50 Z12/Z22/Z32- 17G0050;27.00;8;33
1324;CAI103;Caixa Cooler Master Stacker SILVER;189.00;13;7
1325;PDA072;Acer n30 Handheld (S-B) in S. for Portugal;224.00;33;6
1326;CPU271;AMD Athlon 64BIT 3200+ SK939 BOX;232.00;33;14
1327;PDA073;PALM TUNGSTEN E2- 340-10237-00;235.00;14;6
1328;CAM315;SONY Cyber-shot DSC-S60;270.00;31;37
1329;PDA051;PALM ZIRE 72COLOR - P80722ML3;329.00;2;6
1330;PGR485;PNY nVIDIA QUADRO FX540 128DDR PCI-E;331.00;48;17
1331;CAM274;CANON PowerShot A520;282.00;38;37
1332;PDA086;Qtek 8100 64Mb ROM. 32RAM Windows Mobile 2003;336.00;41;6
1333;CAM276;CANON Digital Ixus 430;367.00;21;37
1334;TNT128;T007402- EPSON Photo 870/1270/1290 DUPLO;39.00;30;33
1335;UPS047;UPS MGE Protection Center 500 USB/DIN - 66758;96.00;33;27
1336;IMP311;Epson Stylus Photo R800 Impr. CD - C11C550021;347.00;4;24
1337;FSM057;CompactFlash card KINGSTON 256MB;23.00;9;40
1338;FSM091;Multimedia Card / MMC TWINMOS 512Mb;36.00;8;40
1339;MED080;DVD+R Verbatim Double Layer 8.5GB Pack 5 JC 2.4x;46.00;50;33
1340;TNT134;T543600 - EPSON Magenta Photo Stylus Pro 7600 / 9600;48.00;14;33
1341;TON014;S050005 - EPSON TONER EPL 5500/5500+;62.00;8;33
1342;MBO406;ASROCK SK939 FSB1000 SATA/LAN/SOM m-ATX - 939A8X-M;73.00;28;13
1343;SWT424;KVM Switch Roline 1Utilizador-4PCs (PS/2) man.;53.00;48;44
1344;TNT034;S020049 - EPSON STYLUS COLOR II/IIs/1500 - COR;28.00;50;33
1345;TNT426;C4803A - HP 2000 / 2000C Cabea Impresso Amarelo;30.00;34;33
1346;DVD068;Sony DVP-PQ2(Picot) Leitor de DVDs Porttil;176.00;16;9
1347;PSO077;Creative Decoder DDTS-100;147.00;20;18
1348;SCA123;HP Scanjet 4890;205.00;34;26
1349;CAM153;Olympus C-765 Ultra Zoom 4.2Megapixels;378.00;8;37
1350;CAI122;"Caixa SILVERSTONE """"TEMJIN"""" Tower Black Side Panel""""";151.00;36;7
1351;TON459;C9721A - HP Toner Cyan LaserJet 4600;190.00;11;33
1352;IMP357;HP LaserJet 1320;346.00;30;24
1353;IMP305;HP OfficeJet PSC 2355 c/ LCD COLOR- Q5789B;178.00;11;24
1354;IMP309;Epson Stylus Photo R300 c/ Monitor - C11C536041BE;198.00;30;24
1355;TON633;Lexmark Magenta C750 - 10B042M;372.00;12;33
1356;MEM068;128 Mb DIMM SDRAM PC100 Kingston Garantia de 10 Anos;36.00;30;15
1357;WIR164;D-Link Antena direccional 21dBi ext parede/mastro ANT24-2100;274.00;37;43
1358;IMP320;Epson Stylus Photo 1290 Silver A3;402.00;2;24
1359;PGR403;MATROX G650DH 64MB DDR AGP BULK;179.00;15;17
1360;GPS001;Asus Bluetooth GPS kit (Inclui GPS.Charger.Holder);190.00;10;41
1361;PDA078;HP iPAQ Pocket PC RZ1710 - FA289A;327.00;9;6
1362;TNT155;T475011- EPSON Amarelo Stylus Pro 9500;95.00;3;33
1363;REC106;Toner Reciclado LEXMARK Optra T 620 / 622(30000 P.);118.00;34;33
1364;IMP381;HP OfficeJet 6210 - Q5801B;237.00;22;24
1365;MON446;"BENQ LCD 17"""" FP71G SILVER-BLACK 12ms""""";267.00;37;23
1366;CAM321;CANON PowerShot A85 PowerPlus;325.00;11;37
1367;IMP355;HP LaserJet 1022NW;367.00;7;24
1368;TNT156;T474011- EPSON Preto Stylus Pro 9500;95.00;12;33
1369;PSO072;CREATIVE Sound Blaster Audigy 2ZS;98.00;13;18
1370;PGR479;ASUS RADEON X700 PRO 256MBTV-OUT.DVI.Video-In.PCI-E;204.00;29;17
1371;PGR477;Hauppauge WinTV-PVR 350 - WinXP MCE;255.00;25;17
1372;IMP306;HP OfficeJet 2610 - Q5542B;286.00;14;24
1373;CPU285;AMD Athlon 64BIT X2DUAL-CORE 4800+ BOX SK939;400.00;39;14
1374;TNT158;T477011- EPSON Cyan Stylus Pro 9500;96.00;16;33
1375;WIR162;D-Link Antena direccional 18dBi ext parede/mastro ANT24-1800;198.00;25;43
1376;MBO401;MSI K8N DIAMOND SK939 nForce4SLI /GLan/Wirles/Bluetooth;236.00;22;13
1377;MON440;"ACER AL1732M-LCD 17"""" CrystalBrite Tech.AV.DVI-ANALOG.Silver""""";390.00;2;23
1378;WIR044;Wireless Conceptronics PCI 54MBIT - C54i;30.00;48;43
1379;TNT457;C5017A - HP No. 84- Azul Claro;34.00;50;33
1380;PRE085;"Switch SMC EZ Networking 16x10/100 Rack 19"""" - SMC-EZ1016DT""""";77.00;12;43
1381;REC046;Toner Reciclado EPSON SO50034C1000 / C2000 Yellow;80.00;47;33
1382;TNT044;T003011- EPSON STYLUS COLOR 900 - PRETO;32.00;17;33
1383;PRE097;"Switch SMC EZSwitch 8 portas 10/100/1000 Rack 19"""" - SMC8508T""""";117.00;10;43
1384;CPU295;AMD Opteron 2421.6 GHz 1MB Cache;115.00;36;14
1385;REC040;Toner Reciclado EPSON S051009 EPL 7000/7100/7500/8000/8100;82.00;23;33
1386;REC110;Toner Reciclado MINOLTA  2300 Yellow;57.00;20;33
1387;CAI118;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black - SSTLC03B""""";122.00;2;7
1388;PSO100;Sound Blaster X-Fi XtremeMusic;125.00;2;18
1389;SCA114;IRISPen Translator Express PC;173.00;3;26
1390;CAI127;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black Display - LC03B-V""""";189.00;47;7
1391;TNT152;T412011- EPSON Azul Claro Stylus Pro 9000;75.00;17;33
1392;CAM270;CANON Digital Ixus 30;259.00;8;37
1393;PRE106;Pl. Rede LINKSYS EG106410/100/1000Mbps (GIGABIT COBRE) PCI;87.00;5;43
1394;WIR084;Antena WL SMC EZ Connect Alto Ganho 13.5dBI - SMCANT-DI135;164.00;4;43
1395;IMP401;HP Officejet Pro K550;206.00;36;24
1396;MON447;"ASUS PM17TS: MONITOR TFT 17"""" SILVER""""";308.00;17;23
1397;TON618;Lexmark Preto C750 - 10B042K;170.00;26;33
1398;MON411;"BENQ LCD 19"""" T903Black""""";356.00;23;23
1399;IMP288;BROTHER MFC3320CNP1- FaxImpressora. Copiadora e Scanner;167.00;26;24
1400;COL115;Colunas Logitech Z-5500 Digital;350.00;31;25
1401;TNT055;T407011- EPSON STYLUS PRO 9000 - PRETO;76.00;10;33
1402;MON414;"SAMTRON TFT 73V - 17"""" 1280x1024. 500:1. TCO99. cinza""""";264.00;50;23
1403;CAM219;Sony CyberShot DSC-P93A 5.1MegaPixels;270.00;45;37
1404;PGR317;MATROX PARHELIA 128MB Retail - liga a 3monitores;399.00;17;17
1405;PDA075;PALM TUNGSTEN T5 - 1035ML;437.00;3;6
1406;CPU284;AMD Athlon 64BIT X2DUAL-CORE 4600+ BOX SK939;280.00;12;14
1407;CAM273;NIKON Coolpix 3200;208.00;40;37
1408;CPU224;AMD Athlon 643200+ skt 754c/ HyperTransport 1Mb BOX;223.00;24;14
1409;MON388;"LG TFT-LCD 17"""" L1720B TCO 99 Preto/Prata 1280x1024""""";324.00;20;23
1410;TEC066;LOGITECH Cordless Desktop LX700 - 967418-0110;105.00;46;19
1411;PRE090;"Switch SMC Tiger 24Portas 10/100 RACK 19"""" - SMC6724AL2""""";274.00;38;43
1412;PRE098;"Switch SMC TigerStackIV 24X10/100+2X1000 Rack 19"""" - SMC6224M""""";403.00;47;43
1413;PRE089;"Switch SMC EZ Networking 24*10/100/1000 RACK 19"""" - SMC8524T""""";427.00;13;43
1414;WBC049;Video Blaster CREATIVE Webcam Live!;46.00;41;28
1415;MBO378;MSI intel 925XE 1066MHz Sk.775 PLATINUM WIFI 54G;182.00;18;13
1416;CAM290;OLYMPUS [mju:] 500 Digital azul;341.00;26;37
1417;AFD010;Canon Caixa estanque WP-DC30;348.00;18;45
1418;IMP342;EPSON AcuLaser C1100  - Laser a cores;364.00;26;24
1419;PRE076;Placa Rede SMC EZ Connect PCMCIA 10 / 100Mbps - SMC8036TX;28.00;26;43
1420;COL116;Colunas Trust 6300P 5.1Slim Surround- 14253;59.00;20;25
1421;PCL037;Conversor TITAN Porta RS232c/ ligao ao computador via USB;18.00;6;43
1422;UPS046;UPS MGE Protection Center 420 DIN - 66756;91.00;6;27
1423;WIR099;D-Link Bluetooth Access Point DBT-900AP;73.00;13;43
1424;FSM129;Memory Stick Duo Transcend 64Mb;51.00;32;40
1425;ROU032;Router ADSL/ADSL2Analog.SMC Barricade 1x10/100 - SMC7901BRA;53.00;48;30
1426;IMP310;Epson PICTUREMATE 10x15 Foto - C11C556018;147.00;35;24
1427;TON460;C9730A - HP Toner LaserJet Preto 5500;204.00;1;33
1428;AFU081;Transcend JetFlash Wireless 256MB USB 2.0;61.00;35;29
1429;CAM261;Camara Fotografica Digital BENQ DC S40 / RADIO / MP3;208.00;44;37
1430;CAM282;NIKON Coolpix 4600;238.00;12;37
1431;PSO093;Placa de Som Sound Blaster Audigy 4PRO;273.00;18;18
1432;TNT150;T544100 - EPSON Preto Photo Stylus Pro 7600/9600 220Ml;75.00;6;33
1433;MP3046;Sony VAIO Pocket Music Player HDD 20GB;241.00;26;42
1434;PRE107;Switch LINKSYS SRW22424P 10/100Mbps + 2P 1000Mbps GigaBit;298.00;9;43
1435;CPU300;AMD Athlon 64BIT 3500+ SK939 BOX - 3500DEP4AS;257.00;21;14
1436;IMP343;EPSON Multifunes RX620;298.00;34;24
1437;HDD231;Seagate 400GB 7200RPM Serial - ATA;307.00;16;16
1438;PCL029;Controladora SCSI Adaptec 29160 KIT;326.00;33;43
1439;HDD222;MAXTOR SATA 300GB 7200RPM 16MB Buff.;176.00;21;16
1440;CAI126;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Siver - SSTLC04S-A""""";189.00;6;7
1441;TON630;Lexmark Cyan C750 - 10B031C;302.00;45;33
1442;CPU236;Intel Pentium 43.0 GHz socket 478 1Mb MicroPGA 800MHz;220.00;35;14
1443;PSO102;Sound Blaster X-Fi Elite Pro;334.00;47;18
1444;FSM112;CompactFlash Transcend 4Gb 45X;371.00;8;40
1445;CAM302;NIKON Coolpix 7900 Preto;434.00;9;37
1446;CVD015;Sony Video Camera Digital D8 DCR-TRV255;437.00;28;38
1447;MBO334;MSI Chip. intel 915PNeo2Sk. LGA775 PLATINUM EDITION;140.00;12;13
1448;TON461;C4198A - HP Fusor Kit LaserJet 4550/n/dn/hdn;211.00;30;33
1449;CAM237;BENQ DC C50 - 5.0 MegaPixels;283.00;31;37
1450;CPU298;AMD Opteron 146 2.0 GHZ 1MB Cache;140.00;5;14
1451;CPU294;AMD Opteron 2441.8 GHz 1MB Cache;130.00;6;14
1452;CAM287;OLYMPUS Camedia C-500 Zoom;256.00;43;37
1453;HDD230;Seagate 400GB 7200RPM UDMA/100 IDE;300.00;19;16
1454;CAM238;CANON PowerShot A95 - 5.0 MegaPIxels;343.00;37;37
1455;MP3062;SAMSUNG YEPP 1Gb FM COLOR LCD - YP-T7 Z1GB;225.00;29;42
1456;MP3056;Rio Karma Leitor MP320GB USB/Ethernet-Cap. armazenar dados;290.00;34;42
1457;MON418;"SONY SDM-HS95B- TFT 19"""" 1280x1024.500:1.16ms""""";385.00;3;23
1458;PGR501;ASUS RADEON X850PRO 256MB DDR3.HDTV. 2XDVI. Video-In. PCI-E;439.00;8;17
1459;CAM199;Camara DIGITAL CASIO QV-R40;445.00;22;37
1460;IMP358;HP LaserJet 1320N;457.00;10;24
1461;IMP359;HP LaserJet 1320NW;502.00;23;24
1462;TON055;S050099 - Epson Aculaser C900 / C1900 Cyan;145.00;1;33
1463;CAM275;CANON Digital Ixus 40;350.00;45;37
1464;MED009;CD-R PrimeDisk 80Min 52X Pack 10 slimcase;4.00;35;33
1465;WIR088;ASUS WL-100G Wireless LAN Adapter PCMCIA 54Mbps;34.00;42;43
1466;REC065;Toner Reciclado HP C4192A Laserjet 4500 / 4550 Magenta;57.00;25;33
1467;RAT123;Mouse Creative FreePoint 3500 ptico e Sem Fios;30.00;30;20
1468;WIR112;Placa Rede Wireless LINKSYS WPC54G 54/100 Mbps PCMCIA;64.00;25;43
1469;TNT142;T409011- EPSON Magenta Stylus Pro 9000;76.00;50;33
1470;WIR159;D-Link Antena direccional 12dBi interior parede ANT24-1200;98.00;39;43
1471;FSM110;CompactFlash Transcend 1Gb 45X;101.00;24;40
1472;CAM268;KODAK EasyShare C300;115.00;34;37
1473;HDD147;SEAGATE 120GB 7200RPM UDMA100;89.00;35;16
1474;TON422;C8061A - HP TONER  Laserjet 4100 (6000 p.);90.00;23;33
1475;WIR141;D-Link Gateway IEEE 802.11g 54Mbps c/4portas LAN DI-624+;114.00;9;43
1476;PGR534;MSI RADEON X1300PRO 256MB PCI-E TV-OUT/DVI;136.00;19;17
1477;TON056;S050097 - Epson Aculaser C900 / C1900 Amarelo;145.00;16;33
1478;PGR509;ASUS NVIDIA GeForce 6200GE 128MB. TV-OUT. DVI . 2*VGA. AGP;112.00;34;17
1479;WIR121;Ethernet Bridge Wireless LINKSYS WET54G 54MBPS 802.11G;112.00;28;43
1480;CAI067;Caixa Workstation Black CHIEFTEC USB BX-03B-B-B 360W;128.00;30;7
1481;UPS063;UPS MUSTEK POWER MUST 1400VA USB;132.00;25;27
1482;CPU283;AMD Athlon 64BIT X2DUAL-CORE 4400+ BOX SK939;256.00;46;14
1483;TON621;Lexmark Cyan C720N - 15W0900;185.00;6;33
1484;PSO101;Sound Blaster X-Fi Fatal1ty;239.00;13;18
1485;TON407;C3903A - HP TONER 5P/5MP/6P;82.00;36;33
1486;BKP001;Iomega REV 35/90GB Externa FireWire 1394;189.00;1;44
1487;CAI130;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black R/C+Display""""";253.00;36;7
1488;TON435;C4152A - HP TONER Amarelo Lj Colour 8500 (8500p.);156.00;18;33
1489;PGR512;ASUS NVIDIA GeForce 6600GT 128MB. TV-OUT. DVI . 2*VGA. AGP;217.00;26;17
1490;IMP290;BROTHER MFC-4820C T1- FaxImpressora.Copiadora e Scanner;292.00;24;24
1491;PGR528;MSI GF NX6600GT VTD128MB DDR DVI/TV-OUT AGP8X;209.00;27;17
1492;REC074;Toner Reciclado HP C9733A Laserjet 5500 Magenta;173.00;48;33
1493;PGR480;XFX NX6600GT TD128MB DDR32xDVI/TV-OUT PCI-EXPRESS;189.00;5;17
1494;CAM213;Canon PowerShot A75;271.00;16;37
1495;MBO429;ASROCK Chip. ATI XP200 SK775 DDR/DDR2PCI-E VGA;76.00;50;13
1496;CAM314;SONY Cyber-shot DSC-T33Prata;395.00;48;37
1497;PDA076;HP iPAQ Pocket PC HX-2110 - FA296A;446.00;14;6
1498;IMP269;HP OfficeJet D7110 Multifunes;475.00;16;24
1499;MP3060;"Epson P-2000 Leitor Multimdia Porttil com Ecr de 3.8""""""""";513.00;28;42
1500;WIR143;D-Link IEEE802.11a.b.g Wir LAN Adapter PCI 54Mbps DWL-AG520;142.00;33;43
1501;TON065;S053001- Banda Transferencia Epson Aculaser C2000;320.00;22;33
1502;CVD005;JVC Video Camera Digital MiniDV GR-D23E;440.00;26;38
1503;PDA061;ASUS MyPal A730 W - XScale 520Mhz - 640x480 - 16bit - 64MB;485.00;34;6
1504;SCA104;Scanner HP 8200 C;603.00;24;26
1505;CAI114;"Caixa SILVERSTONE """"TEMJIN"""" Tower Black/Silver - SST-TJ01B""""";90.00;50;7
1506;TON625;Lexmark Optra Elevada Capacidade M410/M412- 17G0154;238.00;37;33
1507;TON066;S051073- Unidade Fotocondutora Lazer C8500;358.00;49;33
1508;CAI100;Caixa Cooler Master Cavalier 3Silver;147.00;16;7
1509;PGR497;MSI RADEON X800XL VTD256MBDDR3PCI-EXPRESS VIVO;403.00;6;17
1510;MON429;"SONY SDM-HS74W - LCD TFT 17"""" DP 0.264mm.1280x1024Branco""""";453.00;50;23
1511;PGR489;ASUS RADEON X800XT 256MBTV-OUT. 2XDVI. PCI-E;465.00;17;17
1512;AFD007;Fuji Caixa estanque para FinePix F420;243.00;48;45
1513;HDD204;HITACHI 400GB 7200RPM 8Mb SATA- HDS724040KLSA80;414.00;33;16
1514;PGR523;ASUS NVIDIA GF6800 ULTRA 256MB DDR3TV-OUT.DVI*2.2XVGA.PCI-e;605.00;37;17
1515;TON052;S050035 - Epson Aculaser C1000 / C2000 Magenta;141.00;44;33
1516;AFD006;Nikon Caixa estanque WP-CP1para Coolpix 2200 e 3200;233.00;33;45
1517;CAM313;SONY Cyber-shot DSC-W5;348.00;2;37
1518;CAM250;CONTAX I4R Preta + Estao de acoplamento;429.00;13;37
1519;CAM196;Camara DIGITAL CASIO EXILIM S3;442.00;26;37
1520;BKP006;HP Surestore DAT40x6i - C5716A;345.00;6;44
1521;MON431;"SONY SDM-HS75PB - LCD TFT 17"""" 1280x1024.600:1. 8ms Preto""""";416.00;38;23
1522;IMP370;HP Deskjet 9800D - C8166B;514.00;32;24
1523;MON435;"SONY SDM-X93B - LCD TFT 19"""" srie X Preto""""";577.00;10;23
1524;REC404;Tinteiro Reciclado HP 51645A N45 Preto;11.00;43;33
1525;CAM300;NIKON Coolpix 7600 Preta;382.00;49;37
1526;CAM211;Canon Digital IXUS 500 5.0 Mega Pixels;430.00;35;37
1527;WIR166;D-Link 6 mts cabo HDF-400 c/ conectores tipo N ANT24-CB06N;43.00;39;43
1528;HDD162;"Caixa Q-TEC Externa USB 2.0 P/HDD 3.5"""" - 13213""""";40.00;42;16
1529;TNT141;T003012- EPSON Stylus 900 Duplo;51.00;45;33
1530;TNT136;T543100 - EPSON Preto Photo Stylus Pro 7600 / 9600;48.00;7;33
1531;TNT421;C4842AE - HP 2000 / 2000C Amarelo (28ml);30.00;49;33
1532;TNT048;S020118 - STYLUS COLOR 3000 / PRO 5000 - PRETO;62.00;38;33
1533;MP3058;Rio Shiba 256 - LEITOR MP3+FM RADIO 256MB EXP SDCARD;52.00;29;42
1534;COL102;COLUNAS Creative Creative I-Trigue 3400;96.00;5;25
1535;REC053;Toner Reciclado HP C7115A Laserjet 1000/1200/1200N/1220;33.00;9;33
1536;IMP314;Epson Stylus Color C46UX PLUS USB;60.00;6;24
1537;MBO369;ASUS P5P800 Intel 865PE+ ICH5/LGA 775/DDR400/SATA/AUDIO/RED;104.00;36;13
1538;TON450;Q2671A - HP Toner Cyan LaserJet 3500;116.00;2;33
1539;FSM088;CompactFlash Kingston 2GB ELITE PRO High-Speed;146.00;30;40
1540;WIR153;D-Link Antena omnidireccional 8dBi exterio/mastro ANT24-0800;130.00;45;43
1541;HDD236;Seagate 250GB 7200RPM Serial - ATA;145.00;2;16
1542;REC048;Toner Reciclado EPSON SO50036 C1000 / C2000 Cyan;80.00;45;33
1543;SCA128;Scanner Epson Perfection 3590 Photo;152.00;23;26
1544;CAM193;HP PhotoSmart 435 - Q3731A Camara Fotografica Digital;153.00;18;37
1545;FSM150;Kingston Multimedia card 512MB Mobile Dual Voltage;42.00;19;40
1546;REC100;Toner Reciclado LEXMARK Optra M 410 / 412(5000 p.);66.00;13;33
1547;TEC061;LOGITECH Cordless Desktop LX300 - 967545-0110;63.00;18;19
1548;MON421;"Samtron 17"""" 78 DF - Plano""""";122.00;35;23
1549;REC060;Toner Reciclado HP Q2610A Laserjet 2300;44.00;6;33
1550;WIR085;Antena WL SMC EZ Connect Alto Ganho 14.5dBI - SMCANT-DI145;210.00;11;43
1551;MON430;"SONY SDM-HS75B - LCD TFT 17"""" 1280x1024.500:1. 16ms Preto""""";324.00;35;23
1552;COL074;COLUNAS Creative Cambridge SoundWorks MegaWorks THX 21250;186.00;13;25
1553;UPS064;UPS MUSTEK POWER MUST 2000VA USB;181.00;2;27
1554;BIO001;Sensor de Impresses Digitais U.are.U 4000 Pro Workstation;226.00;35;44
1555;TON464;C9731A - HP Toner LaserJet Cyan 5500;286.00;23;33
1556;CAM279;KODAK EasyShare DX6490;334.00;29;37
1557;TON457;C9723A - HP Toner Magenta LaserJet 4600;191.00;32;33
1558;IMP354;HP LaserJet 1022N;207.00;3;24
1559;CAM269;CANON PowerShot A510;227.00;34;37
1560;FSM081;Secure Digital SAN DISK Card 256MB + Wifi;106.00;10;40
1561;TON631;Lexmark Amarelo C750 - 10B031Y;302.00;13;33
1562;TNT147;T544300 - EPSON Magenta Stylus Pro 7600 / 9600 220Ml;75.00;36;33
1563;MON441;"ACER AL1912S - LCD 19"""" TCO99 SILVER""""";327.00;2;23
1564;CAI079;Caixa MODDING XOXIDE X-VIPER Z1000 TURBO;115.00;17;7
1565;CPU293;AMD Athlon 64BIT 3000+ BOX;177.00;6;14
1566;BKP005;HP Surestore DAT72Interno - Q1522A;234.00;21;44
1567;CPU275;Intel Pentium 4650 3.4GHz Socket 775 FSB800 2MB BOX 64bit;330.00;29;14
1568;AFU088;Transcend JetFlash CHAMPAGNE  4GB USB 2.0;398.00;48;29
1569;MON415;"SONY SDM-HX93S - LCD TFT 19""""""""";617.00;35;23
1570;TON629;Lexmark Magenta C750 - 10B031M;302.00;33;33
1571;TON632;Lexmark Amarelo C750 - 10B042Y;372.00;42;33
1572;IMP360;EPSON Stylus PHOTO RX700;404.00;15;24
1573;PDA058;HP iPAQ RX3715 Samsung 400Mhz 128Mb. WIFI. Bluetooth. IrDA;411.00;1;6
1574;WIR114;Print Server Wireless LINKSYS WPS54GU2USB 54MBPS 802.11G;167.00;25;43
1575;CAM288;OLYMPUS FE-5500;330.00;2;37
1576;PGR493;XFX NX6800 ULTRA 256MB DDR3AGP DUAL DVI/VIVO;594.00;16;17
1577;IMP368;HP Deskjet 9800 - C8165B;410.00;45;24
1578;PGR446;MSI GF NX6800GT TD256MB DDR DVI/TV-OUT;498.00;37;17
1579;CAM319;SONY Cyber-shot DSC-P9;642.00;20;37
1580;AFU075;Transcend JetFlash MP3(lightblue) 128MB USB 2.0 FM tuner;90.00;26;29
1581;CAM281;KODAK EasyShare Z700;279.00;3;37
1582;CAM249;CONTAX Finecam SL300 RT;476.00;50;37
1583;TON426;Q1338A - HP TONER p/ LJ4200;140.00;3;33
1584;CAM320;CANON PowerShot S70;607.00;27;37
1585;WIR091;BlueWalker Adaptador Bluetooth USB- 40 Metros;20.00;30;43
1586;TNT427;C1823DE - HP DJ 89xC/OJ117xx Tricolor Duplo;30.00;1;33
1587;TNT471;C51644YE - HP DJ 750 C Amarelo N44;28.00;34;33
1588;REC030;Toner Reciclado CANON FX-1L-700 Sries/920/970/9550/3100;39.00;37;33
1589;CDR196;Combo SAMSUNG CDRW Black 52x24x52DVD 16X IDE SM348BEAB;36.00;2;9
1590;TNT149;T544600 - EPSON Magenta Claro Stylus Pro 7600/9600 220Ml;75.00;13;33
1591;MBO413;ASUS K8S-MX SIS760/965L Skt754.2DDR.SATA.AGP8x.RAID.Rede;64.00;1;13
1592;TON603;Lexmark Cyan SC 1275 - 1361752;89.00;43;33
1593;TON448;C9703A - HP Toner Magenta LaserJet 2500;89.00;29;33
1594;TON410;C4092A - HP TONER LJ1100;54.00;6;33
1595;IMP394;HP PhotoSmart 8050 - Q6351B;157.00;13;24
1596;TON057;S050098 - Epson Aculaser C900 / C1900 Magenta;145.00;10;33
1597;CAM277;KODAK EasyShare CX7430;183.00;40;37
1598;CAM280;KODAK EasyShare C330;198.00;42;37
1599;IMP392;HP Photo Smart 8250 - Q3470B;210.00;36;24
1600;MBO349;ASUS P4P800-VM Intel 865G+ICH5/FSB800/4DDR400/VGA64Mb;98.00;38;13
1601;TNT153;T478011- EPSON Magenta Claro Stylus Pro 9500;95.00;26;33
1602;MBO359;ASUS P5GD1Intel 915P+ ICH6R/4DDR 400/333DC/LGA 775 800FSB;117.00;29;13
1603;MP3065;Creative ZEN Nano PLUS FM 1GB White - 70PF163300029;142.00;7;42
1604;MBO382;ASUS A8N-SLI NFORCE 4SLI 2xPCI-X skt939 DDR400. SATA 3Gb/s;179.00;29;13
1605;REC071;Toner Reciclado HP C9730A Laserjet 5500 Black;111.00;3;33
1606;FSM164;Secure Digital Card / SD KINGSTON 2Gb ULTIMATE Hi-speed;188.00;16;40
1607;MON437;"ACER TFT AL1722HS  - 17"""" LCD DVI. 8ms.  Silver + Black""""";317.00;7;23
1608;WIR145;D-Link Gateway IEEE802.11a.b.g 54Mbps c/4portas LAN DI-774;234.00;2;43
1609;TON462;C9733A - HP Toner LaserJet Magenta 5500;286.00;4;33
1610;CAM248;CONCORD EYE-Q 5345z;222.00;8;37
1611;CAM246;CANON Digital Ixus i5 vermelha;366.00;28;37
1612;CAM291;OLYMPUS Camedia C-55 Zoom;347.00;5;37
1613;MP3052;Cliod PMP - TV + DivX + MP3+ 5Gb + OLED + USB 2.0;357.00;1;42
1614;CAM298;NIKON Coolpix 5200;278.00;33;37
1615;PCL027;Controladora SCSI Adaptec 19160 KIT;294.00;49;43
1616;AFD012;Canon Caixa estanque WP-DC-800 para Digital Ixus 400;360.00;49;45
1617;IMP301;HP LaserJet 3015 all-in-one - Q2669A;359.00;6;24
1618;CAM310;SONY Cyber-shot DSC-V3;558.00;39;37
1619;TON424;C8543X - HP TONER  Laserjet 9000 (30000 p.);251.00;21;33
1620;CPU269;Intel Pentium 4640 3.2GHz Socket 775 FSB800 2MB BOX 64bit;254.00;11;14
1621;WIR117;Camera de Video Wireless LINKSYS WVC54G 802.11G;264.00;21;43
1622;IMP382;HP OfficeJet 7210 - Q5560B;368.00;29;24
